"term","frequency","presence","doc_size_sum","type"
"malik","8661",5420,"23758576","N"
"voluntarily","6164",5419,"30070895","G"
"photo getty images","6892",5417,"19947355","NP"
"toughest","6420",5416,"29000175","G"
"cousins","8572",5415,"38852411","N"
"silly","6007",5414,"33224308","G"
"world leaders","5800",5412,"26494324","NP"
"james hird","6485",5412,"44077401","PN"
"zlatan ibrahimovic","10363",5412,"17669940","PN"
"135","6261",5411,"27140801","G"
"colorful","6122",5411,"31648186","G"
"speeding","6389",5411,"28912343","N"
"concentrate","6020",5410,"26971774","G"
"rooted","5828",5410,"33140650","G"
"christ","8943",5410,"30571589","PN"
"isolation","6709",5409,"35364476","N"
"box office","7753",5409,"18882423","NP"
"defiance","7189",5409,"33795681","G"
"flurry","5626",5408,"28526835","N"
"lacy","5877",5408,"29089740","N"
"framed","6032",5407,"33026759","G"
"delta","11236",5405,"28879742","PN"
"scratch","5945",5403,"30723702","N"
"shelves","7488",5402,"25816783","N"
"dale","7963",5402,"31429407","N"
"dictator","6230",5402,"30249861","N"
"pleasant","6533",5402,"32337651","G"
"shutdown","9298",5400,"28183037","N"
"cemetery","9682",5400,"30808624","N"
"knees","6158",5400,"30492915","N"
"paired","6031",5399,"29053795","G"
"recommends","6577",5399,"25904380","G"
"metre","6481",5399,"21871701","G"
"governors","8026",5399,"29755450","N"
"outrageous","6054",5398,"27852922","G"
"territorial","6974",5397,"24911539","G"
"tying","6456",5396,"27670438","G"
"federer","10626",5396,"24753650","N"
"anzac","7800",5395,"47085599","PN"
"dhabi","11978",5394,"20224802","N"
"urgency","5911",5393,"30570499","N"
"barnaby","9132",5393,"28914850","N"
"correctly","5892",5393,"31905247","G"
"khalid","7705",5393,"22276398","N"
"overseeing","5860",5393,"29842757","G"
"sara","8688",5391,"28585480","N"
"fallon","10105",5390,"24969291","PN"
"settling","5707",5390,"28438935","G"
"ranges","6386",5388,"43381082","N"
"harry kane","9760",5384,"15887176","PN"
"showers","9371",5384,"19539326","N"
"pst","6535",5381,"11492672","PN"
"impending","5609",5381,"28155707","G"
"concerts","7576",5378,"38167158","N"
"quicker","6042",5374,"30930203","G"
"assaulting","6478",5372,"24715353","G"
"trades","7221",5372,"28174597","N"
"bribery","7648",5372,"24306917","N"
"bust","7008",5369,"28113340","N"
"signaled","5830",5369,"32053772","G"
"inventory","8095",5368,"24283399","N"
"shakespeare","7272",5368,"27379327","N"
"associations","7531",5368,"25227337","N"
"house speaker paul ryan","7571",5366,"30879186","PN"
"postseason","7930",5364,"28012046","N"
"lago","10477",5363,"31298906","G"
"competitiveness","6127",5363,"25555306","N"
"accompanying","5667",5363,"26517153","G"
"da","9002",5363,"26984738","G"
"potato","8146",5363,"40617354","N"
"exploit","6136",5362,"30702098","G"
"gangs","7948",5362,"35895024","N"
"anil","6823",5360,"17177336","N"
"city council","9100",5358,"30412696","NP"
"seasonal","6929",5356,"26708095","G"
"imprisonment","8783",5356,"22695343","N"
"chemical attack","9603",5355,"28581959","NP"
"indecent","6216",5353,"22348940","G"
"solved","5926",5351,"32152376","G"
"communist party","6867",5351,"24741563","PN"
"escalating","5803",5350,"32286643","G"
"coat","7888",5348,"27762149","N"
"authentic","6379",5346,"29669774","G"
"arabic","6665",5345,"29102510","N"
"cups","7538",5343,"25956937","N"
"daily news","7050",5343,"18474864","PN"
"mar.","11762",5343,"17341914","PN"
"aleppo","22200",5342,"28592304","PN"
"bmw","10411",5342,"25176167","G"
"podcast","10705",5341,"27428232","N"
"stormed","6012",5340,"21603994","G"
"mob","9587",5339,"27687753","N"
"collectively","5804",5337,"32015976","G"
"shade","7060",5336,"34076961","N"
"ate","6582",5335,"31665994","G"
"statewide","6675",5334,"30398047","G"
"genius","6511",5332,"32191728","N"
"doubling","5675",5332,"26819282","N"
"cincinnati","12396",5331,"30149539","PN"
"dividend","12287",5330,"22150989","N"
"nurses","10904",5330,"29943438","N"
"fa cup","8972",5329,"15154853","PN"
"pad","8088",5329,"31604089","N"
"seth","8071",5328,"27829534","N"
"housed","5910",5328,"30614363","G"
"mccarthy","9065",5327,"30118045","N"
"tribal","8269",5327,"26820597","G"
"translate","5773",5326,"31189524","G"
"175","7227",5326,"28399033","G"
"mattis","11129",5325,"29450412","PERSON"
"hundreds thousands","5550",5324,"34507270","NP"
"buffalo","9424",5324,"32020539","N"
"liberties","6315",5323,"30645867","N"
"belgian","7224",5322,"22756713","G"
"notices","7667",5322,"23991586","N"
"resorts","8278",5321,"26987501","N"
"certainty","5902",5320,"30642605","G"
"toggle navigation","5634",5320,"1845750","NP"
"crashes","8263",5317,"26736487","N"
"dealer","8080",5317,"27395688","N"
"broker","6681",5316,"29365807","N"
"u.s","7340",5316,"31601271","PN"
"outs","6586",5315,"25903916","G"
"accessibility","5806",5314,"14339620","N"
"oak","9802",5314,"33027939","G"
"curve","6049",5314,"34089219","N"
"sci","6556",5313,"26180051","G"
"precision","6057",5312,"28205962","N"
"practically","5619",5310,"32351056","G"
"complications","6433",5310,"27578794","N"
"prompt","5685",5310,"26757196","G"
"consolidated","6417",5308,"24956148","G"
"memo","9771",5308,"29437375","N"
"ontario","12442",5306,"27144995","N"
"ridge","9400",5306,"33317056","N"
"new orleans","13765",5305,"32357473","PN"
"delicate","5776",5305,"32785480","G"
"pleading","6017",5304,"33199285","G"
"fortnight","6097",5303,"23754941","N"
"losers","6159",5301,"38081921","G"
"stats","6996",5300,"32842947","N"
"world war","6841",5300,"26869386","PN"
"reconciliation","8275",5299,"25862161","N"
"sky news","7518",5299,"18795134","PN"
"paramedics","6486",5297,"27280162","N"
"paragraph","5636",5296,"26151743","G"
"melissa","9504",5295,"32569170","N"
"breaches","7045",5295,"34723301","N"
"sequence","6438",5294,"28932925","N"
"freezing","6654",5293,"25728656","N"
"boring","6212",5293,"30388473","G"
"contents","6116",5293,"27070646","N"
"seekers","8512",5291,"26843542","N"
"pensions","7937",5290,"28432546","N"
"slapped","5915",5290,"25078129","G"
"phone call","6025",5284,"32417767","NP"
"ours","5748",5284,"30723429","G"
"veto","7262",5283,"26111493","N"
"munich","7597",5282,"19559444","PN"
"investigator","7181",5282,"31806052","N"
"guilt","6713",5281,"34142592","N"
"runoff","10063",5278,"29022699","N"
"president bashar assad","8325",5277,"29284967","PN"
"congratulations","6474",5276,"22426999","N"
"anthem","9585",5276,"31522386","N"
"interface","7642",5276,"24033465","N"
"marvel","9147",5273,"24068926","G"
"t20","10519",5272,"21895393","N"
"icc","17762",5272,"20340891","N"
"lightning","7615",5271,"32840024","N"
"policemen","7506",5271,"21003049","N"
"dipped","5789",5270,"23421508","G"
"peoples","6802",5270,"28132902","N"
"queens","8025",5268,"24372956","G"
"lauren","8715",5266,"28853592","PN"
"accelerated","5776",5266,"26486497","G"
"slogan","6418",5266,"29912507","N"
"juice","8963",5265,"28450337","N"
"enthusiasts","6043",5262,"30833964","N"
"effectiveness","5838",5261,"29859575","N"
"cancellation","8243",5261,"25468373","N"
"shattered","5773",5261,"28174953","G"
"indicted","6900",5260,"24918546","G"
"absurd","6053",5258,"33421519","G"
"census","8537",5256,"27953060","N"
"sensible","5842",5256,"35226474","G"
"aspirations","5834",5255,"28012582","N"
"manny","7996",5255,"21847197","N"
"mcmanus","6619",5254,"30860081","G"
"clearer","5474",5254,"27293758","G"
"satisfying","6852",5254,"33558205","G"
"mla","8899",5254,"16089885","N"
"relate","5789",5253,"29245211","G"
"prolonged","5934",5251,"27831981","G"
"samajwadi party","14659",5250,"17039076","PN"
"bible","8672",5249,"31030506","PN"
"smuggling","7240",5248,"28704607","N"
"beings","6086",5247,"30936697","N"
"playback","5739",5246,"8721663","N"
"stylish","6626",5242,"28303465","G"
"chicago tribune","12736",5242,"29568437","PN"
"tampa","8434",5241,"31152616","PN"
"stimulus","7881",5240,"23879677","N"
"convey","8405",5238,"28185874","G"
"tesla","19376",5238,"28010246","PN"
"reservations","7336",5238,"27350015","N"
"plight","5875",5238,"29973215","N"
"namely","5586",5238,"27640137","G"
"nail","6354",5236,"28678390","G"
"ucla","18113",5236,"32931800","PN"
"slash","5738",5235,"26891897","G"
"unpaid","6698",5234,"29166894","G"
"barnaby joyce","12794",5233,"27310537","PN"
"weighs","5972",5231,"22444990","G"
"president vladimir putin","5607",5231,"26482813","PN"
"vw","11705",5231,"26311222","PN"
"exceed","5803",5231,"25871010","G"
"sgt.","7722",5230,"25800216","N"
"offs","7363",5230,"33594747","G"
"dash","7386",5230,"28011267","N"
"ordeal","5926",5229,"27399129","N"
"thankfully","5528",5228,"25366865","G"
"stuffed","6225",5227,"35336606","G"
"soap","7599",5226,"26047754","N"
"nude","7196",5226,"23368133","G"
"stiff","5622",5223,"27475064","G"
"prosecuted","5803",5223,"26933652","G"
"earnest","6415",5221,"28403970","PN"
"staring","5626",5220,"35385865","G"
"pie","8632",5220,"33610881","N"
"accessories","6820",5219,"21626719","N"
"tayyip","7659",5218,"24353489","N"
"graduates","8095",5217,"29652338","N"
"30am","6851",5217,"19932123","G"
"rounded","5760",5217,"27266296","G"
"spurred","5558",5216,"26904158","G"
"challengers","8655",5216,"20357136","N"
"eleven","6296",5216,"26950639","N"
"disappearing","5500",5216,"25878486","G"
"prisoner","7981",5215,"27615904","N"
"contempt","8129",5215,"29092142","N"
"intriguing","5536",5211,"30534682","G"
"minus","6995",5211,"26265701","G"
"disposal","6409",5210,"24512428","N"
"nutrition","7769",5206,"25652982","PN"
"leaf","7049",5206,"33911077","N"
"ho","7688",5205,"25120754","G"
"supervisor","7024",5204,"29477746","N"
"columns","6158",5203,"23187634","N"
"powerhouse","5689",5203,"30126767","N"
"credentials","6179",5203,"27866358","N"
"apologised","6044",5201,"19019828","G"
"wives","7158",5201,"34989903","N"
"footprint","6079",5200,"29058321","N"
"diana","9884",5199,"30941604","N"
"problematic","5605",5198,"31841263","G"
"humour","6198",5198,"38234735","N"
"olds","6614",5198,"29473064","G"
"hostage","8725",5198,"25341981","N"
"pope francis","13692",5194,"21029086","PN"
"colonial","6855",5193,"30370248","N"
"lynn","9557",5192,"28342623","N"
"hudson","7632",5192,"27227490","N"
"sharks","12894",5191,"29239920","N"
"unavailable","5861",5191,"18704189","G"
"liberation","6434",5190,"26571180","G"
"shelf","7378",5189,"32139820","N"
"colored","6227",5188,"31951241","G"
"cannabis","15817",5187,"31803429","N"
"terrific","5742",5187,"29986458","G"
"proposing","5669",5186,"28133930","G"
"rupee","12186",5186,"17805020","N"
"prime minister malcolm turnbull","5978",5185,"38119994","PN"
"warfare","6543",5184,"28219766","N"
"mud","7410",5183,"28136835","N"
"tricks","5920",5182,"27627556","N"
"origins","5693",5182,"31013768","N"
"zoo","17178",5180,"27470239","N"
"bankers","8088",5178,"26931037","N"
"lounge","8042",5178,"30093572","N"
"coroner","7589",5178,"27017526","N"
"gaza","14573",5177,"25602018","PN"
"obtaining","5606",5177,"26139716","G"
"innovations","5997",5176,"25870992","N"
"flawed","5821",5175,"30775292","G"
"schumer","8907",5174,"28877957","N"
"nearest","5759",5174,"24681007","G"
"104","6776",5174,"27261717","G"
"govern","5727",5173,"35980254","G"
"representational","5551",5172,"10448958","G"
"tan","7141",5172,"23026541","G"
"health insurance","7407",5172,"30943555","NP"
"lightly","5797",5171,"26817163","G"
"stern","6363",5171,"32760510","PN"
"martial","7317",5171,"22995898","G"
"fearing","5735",5171,"30321910","G"
"cotton","9849",5169,"29719074","G"
"organisers","6852",5169,"19689973","N"
"monument","10812",5169,"29961408","G"
"frequency","8379",5169,"26493300","N"
"oxford","7118",5169,"27744905","N"
"closes","5663",5168,"33524582","G"
"accomplish","5515",5168,"31030556","G"
"reader comments","5167",5165,"15349538","NP"
"alternate","6168",5165,"30220438","G"
"essence","5551",5163,"32386354","N"
"reacting","5504",5162,"23847089","G"
"excluding","6021",5160,"24202231","G"
"costume","7619",5160,"26794998","N"
"sunday night","5930",5160,"23556537","NP"
"shaken","5540",5160,"28362694","G"
"sic","6394",5160,"19866661","G"
"wendy","7173",5160,"33764661","N"
"inquire","5220",5159,"22505082","G"
"sauce","11624",5159,"26411268","N"
"projections","6700",5159,"27569517","N"
"shades","8003",5158,"24713527","G"
"karl","6961",5154,"29983642","N"
"mercy","7332",5154,"26099261","N"
"newton","9399",5153,"32110558","PN"
"tax reform","7531",5153,"27144248","NP"
"natalie","9213",5152,"32756300","N"
"departed","5600",5152,"28455249","G"
"handy","5746",5152,"28413979","G"
"disappearance","9465",5152,"23791625","N"
"offseason","7695",5151,"27217796","N"
"renewal","6820",5150,"26649494","N"
"nagar","8946",5150,"14968232","N"
"proximity","5590",5146,"26978434","N"
"kilda","7649",5143,"63961978","N"
"mines","10709",5142,"24091660","N"
"madhya","7708",5140,"16227486","N"
"laughter","6323",5138,"34586571","N"
"dismissal","6289",5137,"26547743","N"
"bend","8161",5137,"30325659","G"
"commodities","7221",5136,"20939349","N"
"reign","5884",5136,"26582009","N"
"nobel","6903",5135,"26286157","PN"
"password","18851",5135,"18013452","N"
"questionable","5688",5134,"28949539","G"
"constituents","6598",5133,"30349024","N"
"instrument","6796",5132,"28581903","N"
"lowering","5693",5131,"25484539","G"
"reed","9924",5130,"32699303","PN"
"cardinals","23337",5130,"27743822","N"
"detailing","5481",5130,"29968042","G"
"adopting","5692",5129,"28077830","G"
"predecessors","5512",5129,"31206011","N"
"crunch","6142",5126,"25410128","N"
"pm pdt","7322",5126,"12806438","NP"
"demographic","6324",5126,"32407034","G"
"subscriptions","9169",5126,"19662052","N"
"sensational","5980",5126,"37021625","G"
"mckenna","6126",5125,"25383796","N"
"fundamentally","5529",5125,"32186083","G"
"cohen","8878",5125,"28896113","N"
"determining","5393",5124,"27466860","G"
"adjustment","6298",5124,"24484314","N"
"mocked","5537",5122,"27284138","G"
"prizes","6919",5122,"22280628","N"
"assumption","5613",5121,"31289689","N"
"reminds","5592",5121,"30965926","G"
"oscars","8627",5120,"28230613","PN"
"mogul","5893",5120,"26579708","N"
"claire","8238",5119,"26093876","N"
"recruited","5744",5118,"27075276","G"
"surging","5444",5118,"27659903","G"
"criticizing","5432",5117,"29101141","G"
"ordinance","12438",5117,"23350313","N"
"rt","11156",5116,"19802310","G"
"predominantly","5665",5116,"29924495","G"
"damn","5638",5115,"29655009","G"
"oxygen","8159",5113,"26306415","N"
"boxer","7621",5111,"21340657","N"
"gut","6748",5109,"32186588","N"
"darkness","6305",5109,"30533098","N"
"chunk","5620",5109,"26906501","N"
"pinterest","9496",5109,"9733132","PN"
"kim jong un","14112",5105,"24354111","PN"
"assure","5449",5104,"26205792","G"
"hashtag","6172",5104,"22864289","N"
"nairobi","11386",5103,"20695347","PN"
"judging","5610",5102,"25313316","G"
"steer","5605",5101,"34131830","G"
"intentionally","5679",5101,"26557670","G"
"condition anonymity","5428",5101,"25634171","NP"
"manual","6636",5101,"26588091","N"
"stellar","5663",5099,"28166767","G"
"mar-a-lago","13516",5098,"29796702","LOCATION"
"podium","6528",5098,"28257210","N"
"rein","5415",5097,"28019974","N"
"chaired","5517",5095,"21029601","G"
"mccain","8196",5093,"29650528","N"
"768","5143",5092,"11496131","G"
"forefront","5346",5088,"29695775","N"
"misses","7850",5086,"37246568","G"
"tel aviv","11074",5085,"24979613","PN"
"whatsapp","11867",5085,"19022185","PN"
"insult","5969",5085,"29133785","N"
"wasted","5578",5083,"29347757","G"
"united arab emirates","6437",5083,"21685941","PN"
"culleton","5865",5083,"25505040","N"
"answering","5431",5082,"27776241","G"
"swipe","6001",5082,"34399644","N"
"party's","5739",5081,"24192915","NP"
"surf","6655",5079,"33981155","N"
"deadliest","7126",5079,"29291439","G"
"savvy","5423",5078,"30590538","G"
"golden globes","10172",5078,"23195042","PN"
"enrolled","6356",5078,"29222355","G"
"milwaukee","10202",5078,"29062077","PN"
"luckily","5422",5077,"28075894","G"
"restoration","8221",5074,"26009447","N"
"solving","5613",5074,"27654488","G"
"crushing","5516",5073,"33731544","G"
"sung","8073",5072,"27644830","G"
"manish","7199",5072,"16824165","N"
"cracking","5662",5072,"30492426","G"
"enhancing","5674",5070,"23200327","G"
"rod culleton","6523",5066,"25322125","PERSON"
"trek","8557",5065,"28873026","N"
"travellers","7608",5065,"25228087","N"
"pal","6242",5065,"19728909","N"
"jakarta","10651",5064,"22155099","N"
"embracing","5391",5064,"31344534","G"
"apologise","6319",5063,"18257102","G"
"embarrassed","5646",5062,"27161964","G"
"strained","5480",5061,"24469753","G"
"1975","6675",5060,"31603003","G"
"hungary","14472",5057,"21939633","PN"
"outreach","6072",5056,"29326261","N"
"porn","8822",5055,"37398503","N"
"nephew","6345",5054,"26104620","N"
"supplier","6690",5054,"22259783","N"
"christie","13117",5054,"26344981","PN"
"personalities","6220",5053,"26676256","N"
"fir","7634",5053,"15628379","PN"
"pvt","8061",5053,"14721317","G"
"108","6767",5052,"27209396","G"
"discounts","7701",5052,"23544269","N"
"spur","5592",5052,"27253005","G"
"acknowledging","5266",5051,"29519027","G"
"vancouver","11446",5050,"25490522","PN"
"eased","5573",5047,"24306439","G"
"tactic","5568",5045,"30922127","N"
"cloudy","7458",5045,"12726216","G"
"dal","7623",5044,"19954378","N"
"shapes","5588",5044,"37222728","N"
"ironically","5182",5043,"29719013","G"
"blonde","6154",5043,"19955960","G"
"ain","6363",5039,"25403852","G"
"pets","8047",5039,"29815100","N"
"firearms","8817",5037,"24308108","N"
"elimination","6282",5036,"27562372","N"
"raided","5999",5036,"27904243","G"
"alien","7384",5034,"27026886","G"
"terrace","6260",5033,"26709292","N"
"utilities","7883",5033,"24293145","N"
"homeowners","7936",5033,"37854808","N"
"handles","5681",5032,"25888459","G"
"infected","8623",5032,"22894399","G"
"tournaments","6794",5032,"22642680","N"
"painter","6085",5031,"28747204","N"
"consists","5398",5030,"24665043","G"
"upward","5630",5029,"27116228","G"
"backers","5736",5029,"31221255","N"
"lauded","5569",5028,"26587272","G"
"rs lakh","7416",5027,"16220204","NP"
"james comey","14187",5027,"22541590","PN"
"glen","7591",5027,"42464525","N"
"pharmaceutical","6594",5026,"25807133","G"
"floods","9573",5026,"28990730","N"
"chancellor angela merkel","5914",5025,"26432091","PN"
"objectionable","8945",5025,"21493963","G"
"adverse","5906",5024,"23409271","G"
"pr","7392",5021,"29121943","G"
"renew","5894",5021,"24888394","PN"
"honors","6585",5020,"27315197","N"
"sums","5656",5019,"27971078","N"
"cater","5519",5019,"23806327","G"
"employs","5551",5019,"26834556","G"
"feminist","6040",5019,"29556613","PN"
"encounters","6107",5017,"32997871","N"
"acquiring","5636",5016,"24352705","G"
"mourning","5694",5016,"26215450","N"
"hype","5680",5016,"31364056","N"
"curiosity","8455",5015,"28199488","N"
"npr","13593",5011,"28039324","PN"
"unlock","5704",5011,"26988242","N"
"overlooked","5398",5010,"33526465","G"
"fashioned","5495",5010,"31280104","G"
"conversion","7629",5009,"27513328","N"
"trailing","5562",5008,"24939836","G"
"drones","13817",5007,"21790780","N"
"chefs","8860",5006,"33274165","N"
"owning","5594",5004,"28747494","N"
"bhp","6680",5004,"26475411","N"
"recipient","5896",5003,"25283749","G"
"jenner","11752",5003,"18550418","PN"
"gambling","7977",5003,"31281426","N"
"midfield","6101",5003,"22449620","N"
"plates","7416",5003,"25844428","N"
"splash","6394",4999,"24211067","G"
"profitability","6424",4998,"21874372","N"
"locate","5594",4996,"24549558","G"
"explicit","6054",4994,"27308767","G"
"extends","5355",4993,"27712033","G"
"clarkson","8940",4993,"28364204","N"
"vow","5242",4993,"26726245","N"
"construct","5585",4991,"27078574","G"
"memorandum","7097",4990,"22955238","N"
"102","6989",4990,"28053584","G"
"guru","6954",4989,"23281024","N"
"omaha","21220",4988,"23330203","N"
"venezuela","23107",4987,"24156953","PN"
"sebastian","7452",4986,"25084963","N"
"northern ireland","10852",4985,"23949386","PN"
"wrist","7430",4984,"24495393","G"
"waving","5700",4984,"28752367","G"
"fiery","5798",4984,"28088721","G"
"duration","6017",4982,"23319277","N"
"leaking","6131",4982,"25189645","G"
"bent","5408",4981,"29666361","G"
"wenger","12282",4981,"12879432","N"
"exam","9449",4978,"22009315","N"
"news release","5890",4976,"17986912","NP"
"escalated","5338",4976,"24730961","G"
"favored","5533",4975,"31120556","G"
"roger federer","12540",4974,"22621067","PN"
"240","5795",4973,"27147606","G"
"wi-fi","7119",4973,"21376037","N"
"hander","7318",4973,"21437549","N"
"paths","5559",4972,"33650922","N"
"cricketer","7072",4971,"20416425","N"
"cigarettes","8315",4969,"38941138","N"
"rivalry","6148",4967,"24934406","N"
"physician","6640",4966,"29794185","N"
"urges","5395",4964,"22569903","G"
"descent","6785",4962,"27816116","N"
"exceeded","5313",4962,"23262303","G"
"usat","5230",4962,"16500419","G"
"concentrated","5425",4961,"28227257","G"
"slaughter","9545",4960,"22808123","N"
"relentless","5269",4960,"32641865","G"
"andhra pradesh","8687",4959,"15220069","PN"
"streams","6706",4957,"27125524","N"
"ac","11154",4957,"22551229","G"
"blanket","5787",4957,"27567510","N"
"defeats","5683",4956,"22487559","G"
"league games","11822",4956,"18187797","NP"
"historian","6218",4951,"32777990","N"
"irony","5183",4951,"29442666","N"
"rebuilding","5711",4951,"27777624","N"
"longstanding","5296",4950,"27011780","G"
"masses","5623",4948,"26425590","N"
"packaging","6966",4948,"28095474","N"
"gardner","6491",4948,"25247304","N"
"gifted","5782",4948,"27411118","G"
"overturn","5377",4946,"25890301","G"
"corey","7174",4946,"29430003","N"
"sandy","7105",4946,"28229087","G"
"srinagar","13355",4946,"14781113","PN"
"healthier","6088",4944,"26202727","G"
"100th","6250",4942,"25399668","G"
"medicines","7828",4940,"25489131","N"
"fulfilling","5192",4940,"29237416","G"
"boris","7448",4939,"24832487","N"
"propose","5610",4938,"28275341","G"
"graduation","7846",4938,"27499617","N"
"arnold","7513",4936,"29709562","N"
"rejecting","5243",4936,"24180881","G"
"disciplinary","6838",4935,"21840340","PN"
"sidelined","5356",4935,"23249547","G"
"syndrome","7977",4934,"30300350","N"
"unpopular","5586",4934,"29450305","G"
"embedded","5569",4934,"28501512","G"
"rented","5782",4932,"28207634","G"
"compact","7002",4931,"24660537","G"
"bats","8344",4931,"26952395","N"
"pledges","5756",4930,"25236288","N"
"ing","6097",4930,"23249008","N"
"toddler","6848",4927,"27822488","N"
"champagne","6278",4927,"28923394","N"
"crush","6277",4927,"26567581","G"
"administered","5583",4925,"24324556","G"
"kathmandu","23298",4924,"15683081","PN"
"spared","5319",4923,"31016957","G"
"keyboard","8094",4922,"33947289","N"
"fruits","7061",4922,"24896680","N"
"undertake","5321",4920,"22833636","G"
"denmark","9556",4919,"24268755","PN"
"wholesale","6615",4919,"23357572","G"
"prakash","6549",4918,"16054893","N"
"youngster","5684",4918,"18863412","N"
"singled","5653",4915,"25445354","G"
"acute","6240",4915,"27174927","G"
"attractions","6371",4914,"31070989","N"
"kim jong-un","13448",4912,"24378294","PN"
"centered","5285",4911,"27579184","G"
"rubble","7891",4911,"26583047","N"
"rewarded","5252",4910,"26801445","G"
"rampant","5229",4910,"32244288","G"
"indictment","8665",4909,"26026942","N"
"abbas","9528",4909,"21439185","N"
"potent","5259",4908,"29850093","G"
"capt","6569",4907,"23352075","G"
"melania","10845",4907,"26761643","N"
"jefferson","8387",4907,"29694097","N"
"seeded","9899",4906,"21073620","G"
"desired","5361",4906,"26113743","G"
"devin nunes","24926",4906,"29185613","PERSON"
"ashes","6791",4906,"26227130","N"
"norway","10704",4905,"22011660","N"
"baxendale","5141",4905,"24980968","N"
"candy","7154",4904,"27242563","N"
"percentage points","6237",4904,"21755929","NP"
"republican party","7450",4903,"30601601","PN"
"prohibition","6495",4902,"25525373","PN"
"disrupted","5391",4901,"23974858","G"
"bounced","5590",4901,"25327232","G"
"granting","5392",4901,"26528920","G"
"mock","6459",4900,"24852104","G"
"han","11735",4900,"28011310","G"
"flagging","5001",4897,"18983786","G"
"blair","8421",4897,"25378323","N"
"bucks","7499",4895,"29980013","N"
"sunset","6806",4895,"29223208","N"
"swinging","5389",4894,"28947365","G"
"ukrainian","12999",4892,"22439432","G"
"pierre","6963",4889,"26906970","N"
"anticipation","5362",4888,"26964852","N"
"dot","6945",4887,"24653482","N"
"burger","9531",4886,"28114537","N"
"beautifully","5347",4886,"29215982","G"
"slate","6067",4886,"26328880","N"
"accuses","5233",4886,"22389447","G"
"twitter account","5395",4884,"20200494","NP"
"joan","7350",4884,"26649388","N"
"jae","5989",4884,"25613664","N"
"t-shirt","5862",4883,"26377220","N"
"poorest","5898",4882,"25478815","G"
"halftime","6446",4881,"26720715","N"
"foundations","5675",4881,"28057674","N"
"hat-trick","5721",4879,"19928712","N"
"archive","6730",4879,"23356809","N"
"home games","5432",4879,"18979548","NP"
"weaken","5511",4878,"25970453","G"
"curry","9437",4878,"29617542","N"
"shrinking","5416",4878,"29248541","G"
"donor","8403",4877,"25869062","N"
"predictable","5345",4876,"28272139","G"
"drill","7911",4876,"26718166","G"
"bcci","18973",4876,"15012263","PN"
"paperwork","5769",4876,"32759383","N"
"chile","9623",4875,"22813067","PN"
"indirect","7094",4873,"23013429","G"
"rotation","7596",4869,"25596385","N"
"ag","7351",4868,"20953740","G"
"du","8550",4868,"24337171","G"
"beirut","7495",4866,"26130207","N"
"james packer","6690",4866,"26523515","PN"
"tongue","5961",4864,"26468062","N"
"hurts","5706",4864,"28942696","G"
"successes","5369",4861,"32331147","N"
"undisclosed","5938",4861,"22481093","G"
"1973","6053",4860,"30270270","G"
"populated","5613",4859,"28189583","G"
"schliebs","8328",4858,"22723551","N"
"louise","6799",4858,"27912543","N"
"gregory","6929",4857,"29163125","N"
"vendor","6514",4857,"25010396","N"
"1952","5227",4857,"23595284","G"
"hollande","7748",4857,"25815900","PN"
"maine","8672",4857,"28533778","PN"
"vulgar","5140",4856,"22394171","G"
"30s","5473",4856,"26499394","G"
"capturing","5313",4855,"26377664","G"
"twelve","5298",4855,"24114730","G"
"chad","7461",4854,"25343340","N"
"chilling","5332",4854,"26439533","G"
"ink","6442",4853,"25679868","N"
"imf","14054",4852,"21820100","PN"
"owe","5878",4852,"27036847","G"
"midway","5432",4851,"25572013","N"
"builder","6300",4850,"25358145","N"
"usc","24203",4849,"27489431","N"
"villa","8556",4848,"22670610","PN"
"exhausted","5255",4847,"30495695","G"
"contracted","5826",4846,"24567501","G"
"dresses","6888",4846,"24663141","N"
"week's","5215",4844,"24949784","NP"
"rev","7798",4844,"28337299","G"
"happier","5426",4843,"27813181","G"
"ottawa","11427",4843,"22985925","PN"
"wildly","5060",4843,"28773653","G"
"separating","5146",4842,"26046481","G"
"sensex","8029",4840,"14209835","PN"
"condemning","5349",4839,"25509991","G"
"inputs","5809",4837,"17364270","N"
"consistency","5538",4836,"25446541","N"
"heaven","5715",4835,"29645354","PN"
"hitler","9935",4835,"26165075","PN"
"terrain","6175",4835,"26625084","N"
"ipad","8118",4835,"21348679","N"
"thrilling","5061",4835,"25126550","G"
"millions dollars","5133",4833,"28919933","NP"
"tales","6639",4833,"28379142","N"
"distribute","7667",4833,"25206315","G"
"academics","6072",4833,"27780717","N"
"proliferation","5303",4832,"26406383","N"
"tenants","8663",4832,"31123507","N"
"inaugurated","5663",4831,"19298959","G"
"fm","7228",4831,"21151023","G"
"hood","6678",4830,"25997052","N"
"layers","5830",4828,"26757897","N"
"arch","5695",4827,"21831176","G"
"blueprint","8685",4827,"27290718","N"
"atrocities","5860",4826,"25225700","N"
"digs","5687",4826,"38004582","N"
"share story","4825",4825,"15585075","NP"
"john coates","6668",4824,"29260820","PN"
"gentle","5343",4824,"29237897","G"
"exams","8773",4823,"25485368","N"
"revived","5273",4822,"26150579","G"
"fossil","7813",4821,"25748050","G"
"accessing","5331",4819,"19804793","G"
"dynamics","5768",4818,"27253818","N"
"judgement","6302",4817,"23508634","N"
"constructive","5456",4815,"24389894","G"
